STT,Contents,Labels,length,clean_text
74,học phần bắt buộc: là học phần chứa đựng những nội dung kiến thức chính yếu của mỗi chương trình và bắt buộc sinh viên phải tích lũy để đảm bảo mặt bằng trình độ đào tạo chung ở một cấp hoặc một chương trình đào tạo;,Quy_Che_Quy_Dinh,47,học phần bắt buộc là học phần chứa đựng những nội dung kiến thức chính yếu của mỗi chương trình và bắt buộc sinh viên phải tích lũy để đảm bảo mặt bằng trình độ đào tạo chung ở một cấp hoặc một chương trình đào tạo
76,các cách thức tổ chức học phần như sau:,Quy_Che_Quy_Dinh,9,các cách thức tổ chức học phần như sau
77,học phần tiên quyết: học phần a là học phần tiên quyết của học phần b khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký và học hoàn tất (với kết quả đạt) học phần a;,Quy_Che_Quy_Dinh,45,học phần tiên quyết học phần a là học phần tiên quyết của học phần b khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký và học hoàn tất với kết quả đạt học phần a
78,học phần học trước: học phần a là học phần học trước của học phần b khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký và học học phần a ở học kỳ trước đó (học hết nội dung chương trình và tham gia kỳ đánh giá cuối cùng nhưng có thể kết quả chưa đạt);,Quy_Che_Quy_Dinh,65,học phần học trước học phần a là học phần học trước của học phần b khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký và học học phần a ở học kỳ trước đó học hết nội dung chương trình và tham gia kỳ đánh giá cuối cùng nhưng có thể kết quả chưa đạt
79,học phần song hành: học phần b là học phần song hành đối với học phần a khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký học học phần a. sinh viên được phép học học phần b đồng thời hoặc sau học phần a;,Quy_Che_Quy_Dinh,54,học phần song hành học phần b là học phần song hành đối với học phần a khi điều kiện bắt buộc để đăng ký học học phần b là sinh viên đã đăng ký học học phần a sinh viên được phép học học phần b đồng thời hoặc sau học phần a
80,"học phần thay thế: học phần thay thế được sử dụng thay thế cho một học phần có trong chương trình đào tạo khóa trước nhưng khóa sau không còn tổ chức giảng dạy, hoặc là một học phần tự chọn thay cho một học phần tự chọn khác mà sinh viên học nhưng không đạt (điểm f); hoặc áp dụng cho những trường hợp: cùng một học phần nhưng số tín chỉ của học phần khóa sau khác với khóa trước;",Quy_Che_Quy_Dinh,82,học phần thay thế học phần thay thế được sử dụng thay thế cho một học phần có trong chương trình đào tạo khóa trước nhưng khóa sau không còn tổ chức giảng dạy hoặc là một học phần tự chọn thay cho một học phần tự chọn khác mà sinh viên học nhưng không đạt điểm f hoặc áp dụng cho những trường hợp cùng một học phần nhưng số tín chỉ của học phần khóa sau khác với khóa trước
82,"học phần điều kiện: học phần mà sinh viên phải hoàn thành nhưng kết quả học không dùng để tính điểm trung bình chung tích lũy (đtbctl), bao gồm các học phần sau: giáo dục quốc phòng và an ninh, giáo dục thể chất và các học phần khác được quy định trong chương trình đào tạo;",Quy_Che_Quy_Dinh,57,học phần điều kiện học phần mà sinh viên phải hoàn thành nhưng kết quả học không dùng để tính điểm trung bình chung tích lũy đtbctl bao gồm các học phần sau giáo dục quốc phòng và an ninh giáo dục thể chất và các học phần khác được quy định trong chương trình đào tạo
83,"học phần tích lũy: học phần đã được đánh giá theo thang điểm chữ a+, a, b+, b, c+, c, d+, d. tổng số tín chỉ của các học phần này tính từ lúc bắt đầu khoá học đến thời điểm xét, được gọi là khối lượng kiến thức tích lũy.",Quy_Che_Quy_Dinh,51,học phần tích lũy học phần đã được đánh giá theo thang điểm chữ a a b b c c d d tổng số tín chỉ của các học phần này tính từ lúc bắt đầu khoá học đến thời điểm xét được gọi là khối lượng kiến thức tích lũy
84,lớp sinh viên và lớp học phần: lớp sinh viên: là lớp danh nghĩa được tổ chức cho sinh viên.,Quy_Che_Quy_Dinh,20,lớp sinh viên và lớp học phần lớp sinh viên là lớp danh nghĩa được tổ chức cho sinh viên
85,"lớp sinh viên: là lớp danh nghĩa được tổ chức cho sinh viên cùng khóa, cùng ngành để duy trì các sinh hoạt chính trị, xã hội và các sinh hoạt khác ngoài giờ học như: xét khen thưởng, kỷ luật, bình xét điểm rèn luyện của tập thể sinh viên. mỗi lớp sinh viên có một tên riêng gắn với đvđt, khóa đào tạo và do đvđt quản lý trong suốt quá trình học tập.",Quy_Che_Quy_Dinh,76,lớp sinh viên là lớp danh nghĩa được tổ chức cho sinh viên cùng khóa cùng ngành để duy trì các sinh hoạt chính trị xã hội và các sinh hoạt khác ngoài giờ học như xét khen thưởng kỷ luật bình xét điểm rèn luyện của tập thể sinh viên mỗi lớp sinh viên có một tên riêng gắn với đvđt khóa đào tạo và do đvđt quản lý trong suốt quá trình học tập
86,"lớp học phần: là lớp học được tổ chức theo từng học phần dựa trên kết quả đăng ký khối lượng học tập của sinh viên ở từng học kỳ, trong cùng thời điểm. mỗi lớp học phần được gắn một mã số riêng được quy định trong ctđt.",Quy_Che_Quy_Dinh,49,lớp học phần là lớp học được tổ chức theo từng học phần dựa trên kết quả đăng ký khối lượng học tập của sinh viên ở từng học kỳ trong cùng thời điểm mỗi lớp học phần được gắn một mã số riêng được quy định trong ctđt
87,điểm trung bình chung tích lũy và điểm trung bình học lực:,Quy_Che_Quy_Dinh,12,điểm trung bình chung tích lũy và điểm trung bình học lực
88,"điểm trung bình chung tích lũy (đtbctl) là trung bình cộng có trọng số của điểm số các học phần đã học và đạt tính đến thời điểm được xét (tích lũy theo thời gian, theo học kỳ, theo năm học), trong đó trọng số là số tín chỉ của từng học phần. đtbctl là căn cứ để xét học bổng và xét tốt nghiệp.",Quy_Che_Quy_Dinh,65,điểm trung bình chung tích lũy đtbctl là trung bình cộng có trọng số của điểm số các học phần đã học và đạt tính đến thời điểm được xét tích lũy theo thời gian theo học kỳ theo năm học trong đó trọng số là số tín chỉ của từng học phần đtbctl là căn cứ để xét học bổng và xét tốt nghiệp
89,"điểm trung bình học lực (đtbhl) là kết quả học tập của sinh viên trong một khoảng thời gian nhất định (học kỳ, năm học hoặc toàn khóa học). điểm tbhl được tính bằng cách lấy trung bình cộng có trọng số các điểm số của những học phần sinh viên đã học (bao gồm các môn học đạt, không đạt, bỏ học và được miễn thi). đtbhl là căn cứ để xếp loại học lực và thực hiện các nghiệp vụ học vụ.",Quy_Che_Quy_Dinh,84,điểm trung bình học lực đtbhl là kết quả học tập của sinh viên trong một khoảng thời gian nhất định học kỳ năm học hoặc toàn khóa học điểm tbhl được tính bằng cách lấy trung bình cộng có trọng số các điểm số của những học phần sinh viên đã học bao gồm các môn học đạt không đạt bỏ học và được miễn thi đtbhl là căn cứ để xếp loại học lực và thực hiện các nghiệp vụ học vụ
90,kế hoạch và tổ chức đào tạo tổ chức đăng ký học phần khối lượng học tập.,Quy_Che_Quy_Dinh,17,kế hoạch và tổ chức đào tạo tổ chức đăng ký học phần khối lượng học tập
91,tổ chức đăng ký học phần khối lượng học tập sinh viên phải đăng ký các học phần dự định.,Quy_Che_Quy_Dinh,20,tổ chức đăng ký học phần khối lượng học tập sinh viên phải đăng ký các học phần dự định
92,khối lượng học tập sinh viên phải đăng ký các học phần dự định sẽ học trong học kỳ dựa.,Quy_Che_Quy_Dinh,20,khối lượng học tập sinh viên phải đăng ký các học phần dự định sẽ học trong học kỳ dựa
93,"sinh viên phải đăng ký các học phần dự định sẽ học trong học kỳ dựa trên danh sách học phần được mở và điều kiện đăng ký của mỗi học phần, gồm: những học phần mới, một số học phần chưa đạt (để học lại, nếu có) và một số học phần đã đạt (để cải thiện điểm, nếu có).",Quy_Che_Quy_Dinh,61,sinh viên phải đăng ký các học phần dự định sẽ học trong học kỳ dựa trên danh sách học phần được mở và điều kiện đăng ký của mỗi học phần gồm những học phần mới một số học phần chưa đạt để học lại nếu có và một số học phần đã đạt để cải thiện điểm nếu có
94,khối lượng học tập mà mỗi sinh viên phải đăng ký trong mỗi học kỳ chính (trừ học kỳ cuối) tối thiểu là 12 tín chỉ và tối đa là 30 tín chỉ.,Quy_Che_Quy_Dinh,33,khối lượng học tập mà mỗi sinh viên phải đăng ký trong mỗi học kỳ chính trừ học kỳ cuối tối thiểu là 12 tín chỉ và tối đa là 30 tín chỉ
95,"riêng số tín chỉ tối thiểu để được xét học bổng khuyến khích học tập được quy định trong quy định về việc xét, cấp học bổng cho sinh viên đại học chính quy, học viên đang học tập, nghiên cứu tại trường đại học công nghiệp thành phố hồ chí minh.",Quy_Che_Quy_Dinh,52,riêng số tín chỉ tối thiểu để được xét học bổng khuyến khích học tập được quy định trong quy định về việc xét cấp học bổng cho sinh viên đại học chính quy học viên đang học tập nghiên cứu tại trường đại học công nghiệp thành phố hồ chí minh
