STT,Contents,Labels
122,"các trường hợp đặc biệt khác phải được ban giám hiệu xem xét, quyết định.",Quy_Che_Quy_Dinh
123,điều 10: nghỉ học tạm thời và bảo lưu kết quả học tập,Quy_Che_Quy_Dinh
124,sinh viên được xin nghỉ học tạm thời và được bảo lưu kết quả đã học (nếu có) trong các trường hợp sau:,Quy_Che_Quy_Dinh
125,được điều động vào lực lượng vũ trang;,Quy_Che_Quy_Dinh
126,"được cơ quan có thẩm quyền điều động, đại diện quốc gia tham dự các kỳ thi, giải đấu quốc tế;",Quy_Che_Quy_Dinh
127,"bị ốm, thai sản hoặc tai nạn phải điều trị thời gian dài có chứng nhận của cơ sở khám bệnh, chữa bệnh có thẩm quyền theo quy định của bộ y tế;",Quy_Che_Quy_Dinh
128,vì lý do cá nhân khác. các quy định đối với trường hợp này như sau:,Quy_Che_Quy_Dinh
129,"sinh viên đã học tối thiểu 1 học kỳ ở đại học công nghiệp thành phố hồ chí minh và không thuộc các trường hợp bị kỷ luật, đang bị xem xét kỷ luật, buộc thôi học hoặc cảnh báo kết quả học tập lần 2.",Quy_Che_Quy_Dinh
130,sinh viên phải đạt điểm trung bình học lực tích lũy từ đầu khóa (đtbhltl) không dưới 2.00 (theo thang điểm 4).,Quy_Che_Quy_Dinh
131,"nhà trường chỉ giải quyết cho sinh viên được nghỉ học tạm thời đối với các học kỳ chính và không áp dụng đối với học kỳ hè. tại thời điểm xin nghỉ học tạm thời, sinh viên phải có đầy đủ điểm tổng kết các học phần đã học và thi cuối kỳ.",Quy_Che_Quy_Dinh
132,học phí của học kỳ xin nghỉ tạm thời (nếu có): nếu sinh viên làm hồ sơ xin nghỉ tạm thời sau khi học kỳ đã diễn ra quá 30 ngày thì nhà trường sẽ không giải quyết cho hoàn phí và rút phí; trường hợp ngược lại thì học phí sẽ được bảo lưu trong tài khoản công nợ của sinh viên.,Quy_Che_Quy_Dinh
133,"thời gian duyệt cho sinh viên nghỉ học tạm thời tính theo học kỳ, mỗi lần không vượt quá 6 tháng và không quá 2 lần cho toàn bộ khóa học. để đảm bảo quyền lợi học tập và tốt nghiệp đúng hạn của sinh viên, nhà trường chỉ giải quyết cho sinh viên được nghỉ học tạm thời trong thời gian học tập chính thức (quy định tại bảng 1 của quy chế này). thời gian sinh viên nghỉ học tạm thời vì nhu cầu cá nhân được tính vào tổng thời gian học tập được quy định tại khoản 4 điều 2 của quy chế này.",Quy_Che_Quy_Dinh
134,"điều 11: thôi học sinh viên được xin thôi học vì lý do cá nhân, trừ trường hợp sinh viên.",Quy_Che_Quy_Dinh
135,"sinh viên được xin thôi học vì lý do cá nhân, trừ trường hợp sinh viên đang bị kỷ luật hoặc xem xét buộc thôi học.",Quy_Che_Quy_Dinh
136,"sinh viên đã có quyết định thôi học muốn quay trở lại trường học phải dự tuyển đầu vào theo quy chế tuyển sinh hiện hành. các trường hợp đặc biệt khác phải được ban giám hiệu xem xét, quyết định.",Quy_Che_Quy_Dinh
137,điều 12: cảnh báo kết quả học tập và buộc thôi học,Quy_Che_Quy_Dinh
138,"cảnh báo kết quả học tập (gọi tắt là cảnh báo học tập) được thực hiện sau mỗi học kỳ chính, nhằm giúp cho sinh viên có kết quả học tập kém biết và lập phương án học tập thích hợp để có thể tốt nghiệp trong thời hạn học tập cho phép của ctđt. việc cảnh báo học tập đối với sinh viên dựa trên một trong các trường hợp sau:",Quy_Che_Quy_Dinh
139,"tổng số tín chỉ không đạt trong học kỳ vượt quá 50% khối lượng đã đăng ký học trong học kỳ, hoặc tổng số tín chỉ nợ từ đầu khóa học vượt quá 24 tín chỉ;",Quy_Che_Quy_Dinh
140,"đtbhl của học kỳ đạt dưới 0.80 đối với học kỳ đầu của khóa học, dưới 1.00 đối với các học kỳ tiếp theo;",Quy_Che_Quy_Dinh
141,"đtbhltl đạt dưới 1.20 đối với sinh viên trình độ năm thứ nhất, dưới 1.40 đối với sinh viên trình độ năm thứ hai, dưới 1.60 đối với sinh viên trình độ năm thứ ba, hoặc dưới 1.80 đối với sinh viên trình độ các năm tiếp theo và cuối khóa.",Quy_Che_Quy_Dinh
142,"sau mỗi học kỳ chính, nhà trường sẽ ra quyết định buộc thôi học đối với những sinh viên thuộc một trong các trường hợp sau:",Quy_Che_Quy_Dinh
143,bị cảnh báo học tập quá 2 lần liên tiếp trong một khóa học;,Quy_Che_Quy_Dinh
144,"đã hết thời gian đào tạo tối đa, sinh viên vẫn chưa hội đủ điều kiện để tốt nghiệp;",Quy_Che_Quy_Dinh
145,tự ý bỏ học từ 2 học kỳ chính hoặc không đăng ký học phần từ 2 học kỳ chính trong thời gian đào tạo chính khóa;,Quy_Che_Quy_Dinh
146,nghỉ học tạm thời quá thời hạn cho phép: từ 2 học kỳ chính đối với sinh viên loại hình đào tạo văn bằng 1; từ 1 học kỳ chính đối với sinh viên loại hình đào tạo liên thông;,Quy_Che_Quy_Dinh
147,vi phạm kỷ luật ở mức buộc thôi học.,Quy_Che_Quy_Dinh
148,"chậm nhất một tháng sau khi sinh viên có quyết định buộc thôi học, phòng công tác chính trị và hỗ trợ sinh viên gửi thông báo về địa phương, nơi sinh viên đăng ký thường trú.",Quy_Che_Quy_Dinh
149,"điều 13: chuyển trường, chuyển ngành, chuyển chương trình và hình thức đào tạo, chuyển cơ sở học tập",Quy_Che_Quy_Dinh
150,chuyển trường sinh viên được xem xét chuyển đến học trường khác khi có đủ các điều kiện sau.,Quy_Che_Quy_Dinh
151,sinh viên được xem xét chuyển đến học trường khác khi có đủ các điều kiện sau:,Quy_Che_Quy_Dinh
152,"không đang là sinh viên trình độ năm thứ nhất hoặc năm cuối khóa (tính theo thời gian học tập chính khóa), không thuộc diện bị xem xét buộc thôi học, không đang trong thời gian bị kỷ luật từ cảnh cáo trở lên và còn đủ thời gian học tập theo quy định tại khoản 4 điều 2 của quy chế này;",Quy_Che_Quy_Dinh
153,"sinh viên đạt điều kiện trúng tuyển của chương trình, ngành đào tạo cùng khóa tuyển sinh tại trường chuyển đến;",Quy_Che_Quy_Dinh
154,"trường chuyển đến có đủ các điều kiện bảo đảm chất lượng đào tạo, chưa vượt quá năng lực đào tạo đối với chương trình, ngành đào tạo đó theo quy định hiện hành của bộ giáo dục và đào tạo;",Quy_Che_Quy_Dinh
155,được sự đồng ý của hiệu trưởng trường xin chuyển đi và trường xin chuyển đến;,Quy_Che_Quy_Dinh
156,"đối với sinh viên từ trường khác chuyển đến iuh, nhà trường dựa vào kết quả học tập của sinh viên đã tích lũy để xem xét công nhận kết quả học tập cho các học phần tương ứng trong ctđt.",Quy_Che_Quy_Dinh
157,chuyển ngành đào tạo sinh viên được xem xét chuyển sang học một ngành đào tạo khác khi có đủ.,Quy_Che_Quy_Dinh
158,sinh viên được xem xét chuyển sang học một ngành đào tạo khác khi có đủ các điều kiện sau:,Quy_Che_Quy_Dinh
159,"không đang là sinh viên trình độ năm thứ nhất hoặc năm cuối khóa (tính theo thời gian học tập chính khóa), không thuộc diện bị xem xét buộc thôi học hoặc bị kỷ luật từ cảnh cáo trở lên và còn đủ thời gian học tập theo quy định tại khoản 4 điều 2 của quy chế này;",Quy_Che_Quy_Dinh
160,"có kết quả xét tuyển đầu vào không thấp hơn điểm trúng tuyển của ngành xin chuyển đến và cùng năm tuyển sinh của bậc, hệ đào tạo tương ứng;",Quy_Che_Quy_Dinh
161,được sự đồng ý của đvđt chuyển đến và chuyển đi.,Quy_Che_Quy_Dinh
162,thời gian được phép xin chuyển ngành: chuyển ngành theo nhu cầu cá nhân: sinh viên được xin chuyển ngành.,Quy_Che_Quy_Dinh
163,chuyển ngành theo nhu cầu cá nhân: sinh viên được xin chuyển ngành đào tạo sau khi có kết quả học tập từ năm thứ nhất trở đi. sinh viên liên hệ phòng đào tạo để làm hồ sơ chuyển ngành theo quy định của nhà trường;,Quy_Che_Quy_Dinh
164,"đối với trường hợp tách ngành, chuyên ngành trong cùng ngành/nhóm ngành, (còn gọi là chuyển ngành tập thể) cho sinh viên trong cùng đợt tuyển sinh thì thời điểm tách ngành, chuyên ngành do đvđt đề xuất phòng đào tạo trình ban giám hiệu phê duyệt.",Quy_Che_Quy_Dinh
165,"sinh viên chỉ được xét chuyển ngành học một lần trong suốt khóa học. khi được chấp thuận chuyển sang ngành mới thì sinh viên được xét chuyển điểm các học phần có nội dung, khối lượng kiến thức tương đương. thời hạn học tập tối đa của sinh viên được tính theo thời hạn học tập của ngành chuyển đến.",Quy_Che_Quy_Dinh
166,chuyển chương trình đào tạo và hình thức đào tạo,Quy_Che_Quy_Dinh
167,"sinh viên ctđt chuẩn (ctđt đại trà) có thể xin chuyển sang ctđt tăng cường tiếng anh/chất lượng cao/tiên tiến của trường nếu thỏa mãn các điều kiện quy định tại điểm a, khoản 2 điều này. sinh viên ctđt tăng cường tiếng anh/chất lượng cao/tiên tiến không được xin chuyển sang ctđt đại trà của trường. việc xin chuyển ctđt chỉ được giải quyết từ học kỳ thứ hai của khóa học;",Quy_Che_Quy_Dinh
168,sinh viên được xem xét chuyển từ đào tạo theo hình thức chính quy sang hình thức vừa làm vừa học hoặc đào tạo từ xa nếu còn đủ thời gian học tập theo quy định tại khoản 4 điều 2 của quy chế này đối với hình thức chuyển đến.,Quy_Che_Quy_Dinh
169,"chuyển cơ sở học tập sinh viên trúng tuyển đầu vào tại các phân hiệu, cơ sở của trường theo.",Quy_Che_Quy_Dinh
170,"sinh viên trúng tuyển đầu vào tại các phân hiệu, cơ sở của trường theo chương trình 1+3 hoặc 2+2, sau khi kết thúc năm học thứ nhất (đối với chương trình 1+3) hoặc kết thúc năm học thứ hai (đối với chương trình 2+2) sẽ được nhà trường cho phép chuyển về trụ sở chính theo đúng chương trình đào tạo, ngành đào tạo cùng khóa tuyển sinh tại trụ sở chính của trường theo đề án tuyển sinh đã được công bố. phòng đào tạo và lãnh đạo phân hiệu, cơ sở chịu trách nhiệm tham mưu và thực hiện các thủ tục chuyển cơ sở học tập cho sinh viên;",Quy_Che_Quy_Dinh
171,"trong các trường hợp khác, việc chuyển cơ sở học tập sẽ do hiệu trưởng xem xét và quyết định.",Quy_Che_Quy_Dinh
