STT,Thông tin,Label,thong_tin_norm_vi,tokens_vi,thong_tin_final_vi
65,"Hội nghị tạo nên diễn đàn học thuật sôi nổi giữa các nhà nghiên cứu Việt Nam và Philippines, thúc đẩy trao đổi chuyên môn, mở rộng hợp tác nghiên cứu, tăng cường chương trình trao đổi giảng viên - sinh viên. ",Nghiên cứu,hội nghị tạo nên diễn đàn học thuật sôi nổi giữa các nhà nghiên cứu việt nam và philippines thúc đẩy trao đổi chuyên môn mở rộng hợp tác nghiên cứu tăng cường chương trình trao đổi giảng viên sinh viên,"['hội_nghị', 'tạo', 'nên', 'diễn_đàn', 'học_thuật', 'sôi_nổi', 'giữa', 'nhà_nghiên_cứu', 'việt_nam', 'philippines', 'thúc_đẩy', 'trao_đổi', 'chuyên_môn', 'mở_rộng', 'hợp_tác', 'nghiên_cứu', 'tăng_cường', 'chương_trình', 'trao_đổi', 'giảng_viên', 'sinh_viên']",hội_nghị tạo nên diễn_đàn học_thuật sôi_nổi giữa nhà_nghiên_cứu việt_nam philippines thúc_đẩy trao_đổi chuyên_môn mở_rộng hợp_tác nghiên_cứu tăng_cường chương_trình trao_đổi giảng_viên sinh_viên
66,Các đại biểu và giảng viên tham dự hội nghị chuyên đề về du lịch xứ Thanh,Nghiên cứu,các đại biểu và giảng viên tham dự hội nghị chuyên đề về du lịch xứ thanh,"['đại_biểu', 'giảng_viên', 'tham_dự', 'hội_nghị', 'chuyên_đề', 'du_lịch', 'xứ', 'thanh']",đại_biểu giảng_viên tham_dự hội_nghị chuyên_đề du_lịch xứ thanh
67, Đánh giá tiềm năng và kết quả phát triển du lịch Thanh Hóa giai đoạn 2021-2025,Nghiên cứu,đánh giá tiềm năng và kết quả phát triển du lịch thanh hóa giai đoạn,"['đánh_giá', 'tiềm_năng', 'kết_quả', 'phát_triển', 'du_lịch', 'thanh_hóa', 'giai_đoạn']",đánh_giá tiềm_năng kết_quả phát_triển du_lịch thanh_hóa giai_đoạn
68,"Định hướng phát triển đến năm 2030, tầm nhìn 2045 và các giải pháp chiến lược thu hút khách quốc tế đến Thanh Hóa",Nghiên cứu,định hướng phát triển đến năm tầm nhìn và các giải pháp chiến lược thu hút khách quốc tế đến thanh hóa,"['định_hướng', 'phát_triển', 'năm', 'tầm', 'nhìn', 'giải_pháp', 'chiến_lược', 'thu_hút', 'khách', 'quốc_tế', 'thanh', 'hóa']",định_hướng phát_triển năm tầm nhìn giải_pháp chiến_lược thu_hút khách quốc_tế thanh hóa
69,"Hội thảo vinh dự đón tiếp ông Lê Ngọc Ánh Minh, Chủ tịch Câu lạc bộ Hydro Việt Nam - ASEAN (VAHC); ông Mikhail Berkutov, Lãnh sự - Tổng Lãnh sự quán Liên bang Nga tại TP.HCM, doanh nghiệp, tổ chức trong và ngoài nước.",Nghiên cứu,hội thảo vinh dự đón tiếp ông lê ngọc ánh minh chủ tịch câu lạc bộ hydro việt nam asean vahc ông mikhail berkutov lãnh sự tổng lãnh sự quán liên bang nga tại tp hcm doanh nghiệp tổ chức trong và ngoài nước,"['hội_thảo', 'vinh_dự', 'đón_tiếp', 'ông', 'lê_ngọc', 'ánh_minh', 'chủ_tịch', 'câu_lạc_bộ', 'hydro', 'việt_nam', 'asean', 'vahc', 'ông', 'mikhail', 'berkutov', 'lãnh_sự', 'tổng_lãnh_sự_quán', 'liên_bang', 'nga', 'tp', 'hcm', 'doanh_nghiệp', 'tổ_chức', 'ngoài', 'nước']",hội_thảo vinh_dự đón_tiếp ông lê_ngọc ánh_minh chủ_tịch câu_lạc_bộ hydro việt_nam asean vahc ông mikhail berkutov lãnh_sự tổng_lãnh_sự_quán liên_bang nga tp hcm doanh_nghiệp tổ_chức ngoài nước
70,"Việc tăng cường liên kết giữa doanh nghiệp - trường đại học - tổ chức quốc tế sẽ là chìa khóa thúc đẩy đổi mới sáng tạo, từ đó mở ra các ứng dụng và mô hình phát triển Hydro hiệu quả hơn trong thời gian tới",Nghiên cứu,việc tăng cường liên kết giữa doanh nghiệp trường đại học tổ chức quốc tế sẽ là chìa khóa thúc đẩy đổi mới sáng tạo từ đó mở ra các ứng dụng và mô hình phát triển hydro hiệu quả hơn trong thời gian tới,"['việc', 'tăng_cường', 'liên_kết', 'giữa', 'doanh_nghiệp', 'trường', 'đại_học', 'tổ_chức', 'quốc_tế', 'chìa', 'khóa', 'thúc_đẩy', 'đổi_mới', 'sáng_tạo', 'mở', 'ra', 'ứng_dụng', 'mô_hình', 'phát_triển', 'hydro', 'hiệu_quả', 'thời_gian', 'tới']",việc tăng_cường liên_kết giữa doanh_nghiệp trường đại_học tổ_chức quốc_tế chìa khóa thúc_đẩy đổi_mới sáng_tạo mở ra ứng_dụng mô_hình phát_triển hydro hiệu_quả thời_gian tới
71,Hội thảo quốc tế mang đến góc nhìn toàn diện về công nghệ Hydro - từ sản xuất đến ứng dụng thực tiễn tại Việt Nam và ASEAN,Nghiên cứu,hội thảo quốc tế mang đến góc nhìn toàn diện về công nghệ hydro từ sản xuất đến ứng dụng thực tiễn tại việt nam và asean,"['hội_thảo', 'quốc_tế', 'mang', 'góc', 'nhìn', 'toàn_diện', 'công_nghệ', 'hydro', 'sản_xuất', 'ứng_dụng', 'thực_tiễn', 'việt_nam', 'asean']",hội_thảo quốc_tế mang góc nhìn toàn_diện công_nghệ hydro sản_xuất ứng_dụng thực_tiễn việt_nam asean
72,"Trong bối cảnh chuyển đổi số mạnh mẽ và xu hướng phát triển năng lượng bền vững, số hóa và trí tuệ nhân tạo (AI) ngày càng giữ vai trò trọng yếu trong việc hiện đại hóa các hệ thống điện thông minh.",Nghiên cứu,trong bối cảnh chuyển đổi số mạnh mẽ và xu hướng phát triển năng lượng bền vững số hóa và trí tuệ nhân tạo ai ngày càng giữ vai trò trọng yếu trong việc hiện đại hóa các hệ thống điện thông minh,"['bối_cảnh', 'chuyển_đổi', 'số', 'mạnh_mẽ', 'xu_hướng', 'phát_triển', 'năng_lượng', 'bền_vững', 'số', 'hóa', 'trí_tuệ', 'nhân_tạo', 'ai', 'ngày_càng', 'giữ', 'vai_trò', 'trọng_yếu', 'việc', 'hiện_đại_hóa', 'hệ_thống', 'điện', 'thông_minh']",bối_cảnh chuyển_đổi số mạnh_mẽ xu_hướng phát_triển năng_lượng bền_vững số hóa trí_tuệ nhân_tạo ai ngày_càng giữ vai_trò trọng_yếu việc hiện_đại_hóa hệ_thống điện thông_minh
73,"Nhờ AI, việc điều khiển và giám sát lưới điện trở nên nhanh hơn, chính xác hơn và tiết kiệm năng lượng hơn",Nghiên cứu,nhờ ai việc điều khiển và giám sát lưới điện trở nên nhanh hơn chính xác hơn và tiết kiệm năng lượng hơn,"['nhờ', 'ai', 'việc', 'điều_khiển', 'giám_sát', 'lưới_điện', 'trở_nên', 'nhanh', 'chính_xác', 'tiết_kiệm', 'năng_lượng']",nhờ ai việc điều_khiển giám_sát lưới_điện trở_nên nhanh chính_xác tiết_kiệm năng_lượng
74,"Nhà trường mong muốn cập nhật các xu hướng công nghệ mới nhất, đồng thời tăng cường kết nối giữa giảng đường và doanh nghiệp. Hội thảo là diễn đàn để nhà khoa học, chuyên gia và sinh viên trao đổi kinh nghiệm, thảo luận những giải pháp đưa số hóa và AI vào giám sát, điều khiển và quản lý hệ thống điện hiện đại",Nghiên cứu,nhà trường mong muốn cập nhật các xu hướng công nghệ mới nhất đồng thời tăng cường kết nối giữa giảng đường và doanh nghiệp hội thảo là diễn đàn để nhà khoa học chuyên gia và sinh viên trao đổi kinh nghiệm thảo luận những giải pháp đưa số hóa và ai vào giám sát điều khiển và quản lý hệ thống điện hiện đại,"['nhà_trường', 'mong_muốn', 'cập_nhật', 'xu_hướng', 'công_nghệ', 'mới', 'nhất', 'đồng_thời', 'tăng_cường', 'kết_nối', 'giữa', 'giảng_đường', 'doanh_nghiệp', 'hội_thảo', 'diễn_đàn', 'để', 'nhà_khoa_học', 'chuyên_gia', 'sinh_viên', 'trao_đổi', 'kinh_nghiệm', 'thảo_luận', 'giải_pháp', 'đưa', 'số', 'hóa', 'ai', 'vào', 'giám_sát', 'điều_khiển', 'quản_lý', 'hệ_thống', 'điện', 'hiện_đại']",nhà_trường mong_muốn cập_nhật xu_hướng công_nghệ mới nhất đồng_thời tăng_cường kết_nối giữa giảng_đường doanh_nghiệp hội_thảo diễn_đàn để nhà_khoa_học chuyên_gia sinh_viên trao_đổi kinh_nghiệm thảo_luận giải_pháp đưa số hóa ai vào giám_sát điều_khiển quản_lý hệ_thống điện hiện_đại
75,"Thông qua hội thảo, ABB kỳ vọng thúc đẩy hợp tác nghiên cứu, chuyển giao công nghệ và đào tạo nguồn nhân lực chất lượng cao, đáp ứng nhu cầu phát triển của ngành điện Việt Nam trong kỷ nguyên chuyển đổi số",Nghiên cứu,thông qua hội thảo abb kỳ vọng thúc đẩy hợp tác nghiên cứu chuyển giao công nghệ và đào tạo nguồn nhân lực chất lượng cao đáp ứng nhu cầu phát triển của ngành điện việt nam trong kỷ nguyên chuyển đổi số,"['thông_qua', 'hội_thảo', 'abb', 'kỳ_vọng', 'thúc_đẩy', 'hợp_tác', 'nghiên_cứu', 'chuyển_giao', 'công_nghệ', 'đào_tạo', 'nguồn', 'nhân_lực', 'chất_lượng', 'cao', 'đáp_ứng', 'nhu_cầu', 'phát_triển', 'ngành', 'điện', 'việt_nam', 'kỷ_nguyên', 'chuyển_đổi', 'số']",thông_qua hội_thảo abb kỳ_vọng thúc_đẩy hợp_tác nghiên_cứu chuyển_giao công_nghệ đào_tạo nguồn nhân_lực chất_lượng cao đáp_ứng nhu_cầu phát_triển ngành điện việt_nam kỷ_nguyên chuyển_đổi số
76,"Hội thảo khẳng định vai trò của số hóa và AI trong mọi khâu của hệ thống điện – từ dự báo năng lượng, điều độ vận hành, đến bảo trì dự đoán và quản lý phụ tải – mở ra nhiều cơ hội đổi mới và ứng dụng thực tiễn cho giảng viên, sinh viên và doanh nghiệp",Nghiên cứu,hội thảo khẳng định vai trò của số hóa và ai trong mọi khâu của hệ thống điện từ dự báo năng lượng điều độ vận hành đến bảo trì dự đoán và quản lý phụ tải mở ra nhiều cơ hội đổi mới và ứng dụng thực tiễn cho giảng viên sinh viên và doanh nghiệp,"['hội_thảo', 'khẳng_định', 'vai_trò', 'số', 'hóa', 'ai', 'mọi', 'khâu', 'hệ_thống', 'điện', 'dự_báo', 'năng_lượng', 'điều_độ', 'vận_hành', 'bảo_trì', 'dự_đoán', 'quản_lý', 'phụ_tải', 'mở', 'ra', 'nhiều', 'cơ_hội', 'đổi_mới', 'ứng_dụng', 'thực_tiễn', 'giảng_viên', 'sinh_viên', 'doanh_nghiệp']",hội_thảo khẳng_định vai_trò số hóa ai mọi khâu hệ_thống điện dự_báo năng_lượng điều_độ vận_hành bảo_trì dự_đoán quản_lý phụ_tải mở ra nhiều cơ_hội đổi_mới ứng_dụng thực_tiễn giảng_viên sinh_viên doanh_nghiệp
77,"Sáng ngày 17/11/2025, Hội thảo quốc tế ACM RACS 2025 chính thức khai mạc tại Trường đại học Công nghiệp TP.HCH",Nghiên cứu,sáng ngày hội thảo quốc tế acm racs chính thức khai mạc tại trường đại học công nghiệp tp hch,"['sáng', 'ngày', 'hội_thảo', 'quốc_tế', 'acm_racs', 'chính_thức', 'khai_mạc', 'trường', 'đại_học', 'công_nghiệp', 'tp', 'hch']",sáng ngày hội_thảo quốc_tế acm_racs chính_thức khai_mạc trường đại_học công_nghiệp tp hch
78,Hội thảo vinh dự đón tiếp các chuyên gia đầu ngành,Nghiên cứu,hội thảo vinh dự đón tiếp các chuyên gia đầu ngành,"['hội_thảo', 'vinh_dự', 'đón_tiếp', 'chuyên_gia', 'đầu', 'ngành']",hội_thảo vinh_dự đón_tiếp chuyên_gia đầu ngành
79,"Hội thảo năm nay nhận được 59 bài gửi từ 15 quốc gia, trong đó 36 bài full paper và 4 bài short paper được chọn trình bày sau quá trình phản biện nghiêm ngặt.",Nghiên cứu,hội thảo năm nay nhận được bài gửi từ quốc gia trong đó bài full paper và bài short paper được chọn trình bày sau quá trình phản biện nghiêm ngặt,"['hội_thảo', 'năm', 'nay', 'nhận', 'bài', 'gửi', 'quốc_gia', 'bài', 'full', 'paper', 'bài', 'short', 'paper', 'chọn', 'trình_bày', 'sau', 'quá_trình', 'phản_biện', 'nghiêm_ngặt']",hội_thảo năm nay nhận bài gửi quốc_gia bài full paper bài short paper chọn trình_bày sau quá_trình phản_biện nghiêm_ngặt
80,Giới thiệu hướng nghiên cứu mới giúp AI hiểu và dự đoán đặc tính phân tử trong hóa học và sinh học,Nghiên cứu,giới thiệu hướng nghiên cứu mới giúp ai hiểu và dự đoán đặc tính phân tử trong hóa học và sinh học,"['giới_thiệu', 'hướng', 'nghiên_cứu', 'mới', 'giúp', 'ai', 'hiểu', 'dự_đoán', 'đặc_tính', 'phân_tử', 'hóa_học', 'sinh_học']",giới_thiệu hướng nghiên_cứu mới giúp ai hiểu dự_đoán đặc_tính phân_tử hóa_học sinh_học
81,"AI và học máy - cải tiến mô hình, xử lý ngôn ngữ, hệ thống chấm điểm tự động",Nghiên cứu,ai và học máy cải tiến mô hình xử lý ngôn ngữ hệ thống chấm điểm tự động,"['ai', 'học_máy', 'cải_tiến', 'mô_hình', 'xử_lý', 'ngôn_ngữ', 'hệ_thống', 'chấm_điểm', 'tự_động']",ai học_máy cải_tiến mô_hình xử_lý ngôn_ngữ hệ_thống chấm_điểm tự_động
82,"Hệ thống phần mềm & tính toán hiệu năng cao – tối ưu hóa bộ nhớ, lưu trữ, mô phỏng lượng tử",Nghiên cứu,hệ thống phần mềm tính toán hiệu năng cao tối ưu hóa bộ nhớ lưu trữ mô phỏng lượng tử,"['hệ_thống', 'phần_mềm', 'tính_toán', 'hiệu_năng', 'cao', 'tối_ưu_hóa', 'bộ_nhớ', 'lưu_trữ', 'mô', 'phỏng_lượng', 'tử']",hệ_thống phần_mềm tính_toán hiệu_năng cao tối_ưu_hóa bộ_nhớ lưu_trữ mô phỏng_lượng tử
83,"AI và thị giác máy tính - phân tích ảnh vệ tinh, nhận dạng vật thể, dự báo môi trường",Nghiên cứu,ai và thị giác máy tính phân tích ảnh vệ tinh nhận dạng vật thể dự báo môi trường,"['ai', 'thị_giác', 'máy_tính', 'phân_tích', 'ảnh', 'vệ_tinh', 'nhận_dạng', 'vật_thể', 'dự_báo', 'môi_trường']",ai thị_giác máy_tính phân_tích ảnh vệ_tinh nhận_dạng vật_thể dự_báo môi_trường
84,"An ninh mạng & IoT - IDS, bảo mật xe tự hành, hệ thống thông minh",Nghiên cứu,an ninh mạng iot ids bảo mật xe tự hành hệ thống thông minh,"['an_ninh', 'mạng', 'iot_ids', 'bảo_mật', 'xe', 'tự_hành', 'hệ_thống', 'thông_minh']",an_ninh mạng iot_ids bảo_mật xe tự_hành hệ_thống thông_minh
85,"RACS là diễn đàn đề cao tính mới, tính ứng dụng và tính hội tụ của công nghệ.",Nghiên cứu,racs là diễn đàn đề cao tính mới tính ứng dụng và tính hội tụ của công nghệ,"['racs', 'diễn_đàn', 'đề_cao_tính', 'mới', 'tính', 'ứng_dụng', 'tính', 'hội_tụ', 'công_nghệ']",racs diễn_đàn đề_cao_tính mới tính ứng_dụng tính hội_tụ công_nghệ
86,GS. Shih-Hao Hung - Đại học Quốc gia Đài Loan (National Taiwan University) - Đồng Chủ tịch Hội thảo phát biểu tại chương trình,Nghiên cứu,gs shih hao hung đại học quốc gia đài loan national taiwan university đồng chủ tịch hội thảo phát biểu tại chương trình,"['gs', 'shih_hao', 'hung', 'đại_học', 'quốc_gia', 'đài_loan', 'national', 'taiwan', 'university', 'đồng', 'chủ_tịch', 'hội_thảo', 'phát_biểu', 'chương_trình']",gs shih_hao hung đại_học quốc_gia đài_loan national taiwan university đồng chủ_tịch hội_thảo phát_biểu chương_trình
87,"ACM RACS 2025 diễn ra trong 3 ngày, từ 17–19/11/2025, với workshop và hoạt động tiền hội thảo bắt đầu từ ngày 15/11.",Nghiên cứu,acm racs diễn ra trong ngày từ với workshop và hoạt động tiền hội thảo bắt đầu từ ngày,"['acm', 'racs', 'diễn', 'ra', 'ngày', 'workshop', 'hoạt_động', 'tiền', 'hội_thảo', 'bắt_đầu', 'ngày']",acm racs diễn ra ngày workshop hoạt_động tiền hội_thảo bắt_đầu ngày
88,"Sự kiện không chỉ đánh dấu bước tiến quan trọng của IUH trong chiến lược quốc tế hóa mà còn góp phần mở rộng mạng lưới nghiên cứu, thúc đẩy các hướng phát triển mới trong khoa học máy tính và đổi mới sáng tạo.",Nghiên cứu,sự kiện không chỉ đánh dấu bước tiến quan trọng của iuh trong chiến lược quốc tế hóa mà còn góp phần mở rộng mạng lưới nghiên cứu thúc đẩy các hướng phát triển mới trong khoa học máy tính và đổi mới sáng tạo,"['sự_kiện', 'không_chỉ', 'đánh_dấu', 'bước_tiến', 'quan_trọng', 'iuh', 'chiến_lược', 'quốc_tế', 'hóa', 'mà_còn', 'góp_phần', 'mở_rộng', 'mạng_lưới', 'nghiên_cứu', 'thúc_đẩy', 'hướng', 'phát_triển', 'mới', 'khoa_học', 'máy_tính', 'đổi_mới', 'sáng_tạo']",sự_kiện không_chỉ đánh_dấu bước_tiến quan_trọng iuh chiến_lược quốc_tế hóa mà_còn góp_phần mở_rộng mạng_lưới nghiên_cứu thúc_đẩy hướng phát_triển mới khoa_học máy_tính đổi_mới sáng_tạo
